MturkID,AssignID,sub_no,age,gender,n_trials,n_force_wrong,n_missed,bonus_payment,percent_accept_A1,percent_accept_A2,percent_accept_A3,percent_accept_A4,percent_accept_A2_A3,percent_accept_B1,percent_accept_B2,percent_accept_B3,percent_accept_B4,percent_accept_B2_B3,percent_accept_B1_min_A1,percent_accept_B2_min_A2,percent_accept_B3_min_A3,percent_accept_B4_min_A4,percent_accept_B2_B3_min_A2_A3,percent_accept_AB1,percent_accept_AB2,percent_accept_AB3,percent_accept_AB4,percent_accept_AB2_AB3,exclude,exclude_reason,order_condition,comment
ARWF605I7RWM7,35K3O9HUABD3RYYR8WZWOYSMFAQEF0,45,38,f,236,3,5,2.6,1,0.769230769,0.909090909,0.625,0.833333333,0.888888889,1,1,0.735294118,1,-0.111111111,0.230769231,0.090909091,0.110294118,0.166666667,0.983870968,0.857142857,0.947368421,0.735294118,0.9,0,do not exclude,1,No comments.
A13DAZN4KKE0FG,3EFVCAY5L392NZAWEJ4HBMOSXECJ8C,46,28,Female,284,0,8,2.5,1,0.25,0.8,0.066666667,0.555555556,1,0.909090909,0.923076923,0.068965517,0.916666667,0,0.659090909,0.123076923,0.002298851,0.361111111,1,0.565217391,0.857142857,0.075471698,0.725490196,0,do not exclude,2,Thank you!
A2VR9O234UCT9T,38F5OAUN5NC2WFANGE9QL9CI92ZH7F,47,47,f,356,3,10,2.7,1,0.153846154,0.166666667,0.125,0.16,0.95,0,0.055555556,0,0.029411765,-0.05,-0.153846154,-0.111111111,-0.125,-0.130588235,0.988235294,0.068965517,0.1,0.108108108,0.084745763,0,do not exclude,1,
A2YTQDLACTLIBA,3VZLGYJEYLAI2FG84DJVFFTB7LYZXL,48,63,FEMALE,204,1,10,2.5,0.975,1,1,0.909090909,1,1,0.875,0.909090909,0.896551724,0.894736842,0.025,-0.125,-0.090909091,-0.012539185,-0.105263158,0.979166667,0.9375,0.954545455,0.838709677,0.947368421,0,do not exclude,2,LOTS OF FUN
A1HXEXQTZCJ1DW,3RGU30DZTA8H8OC08KE0G4PNHKHMJL,49,33,F,243,2,2,2.3,0.853658537,0.75,0.5,0.5,0.625,0.466666667,0.416666667,0.333333333,0.276595745,0.375,-0.38699187,-0.333333333,-0.166666667,-0.223404255,-0.25,0.75,0.55,0.4,0.306666667,0.475,0,do not exclude,2,
A1TGV7LT6LTIQU,3I0BTBYZAXLA0Z0S5FS5SUXYRLPY0G,50,39,m,316,3,4,2.9,1,0.666666667,0.1875,0.105263158,0.419354839,1,0.733333333,1,0.037735849,0.870967742,0,0.066666667,0.8125,-0.067527309,0.451612903,1,0.7,0.59375,0.15625,0.64516129,0,do not exclude,2,was a little bit fun. 
AWAW665TQQP2F,3RANCT1ZVFHU3DJXTUS59QN4M1FBUL,51,35,f,351,5,9,2.6,0.981818182,0.0625,0.0625,0,0.0625,0.9375,0.117647059,0.4,0.014705882,0.25,-0.044318182,0.055147059,0.3375,0.014705882,0.1875,0.971830986,0.090909091,0.225806452,0.066037736,0.15625,0,do not exclude,2,I thought the game was interesting but taking into account the number of times I had to hit keys to make decisions or follow decisions made for me I think 5 errors or losing half the bonus is silly.
A1VRUEYOWHA0LK,33M4IA01QG190OUHUWPITCRCY50XRD,52,18,m,346,4,4,2.9,1,0.111111111,0.095238095,0,0.102564103,1,0.875,0.941176471,0.035714286,0.909090909,0,0.763888889,0.845938375,0.035714286,0.806526807,1,0.470588235,0.473684211,0.202020202,0.472222222,0,do not exclude,2,
A13QHXMU0OMNAY,3XCC1ODXDLBPRRT58IUQZ4VJ12HRQE,53,28,f,136,10,24,NA,0.947368421,0.923076923,1,0.888888889,0.952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947368421,0.923076923,1,0.944444444,0.952380952,1,>19 missed,1,NaN
AWTA622HM0OUH,3UXUOQ9OKEXNMS29A8ZY4NPEW8M7A9,54,47,f,233,1,2,2.7,1,1,1,1,1,1,1,1,0.162790698,1,0,0,0,-0.837209302,0,1,1,1,0.513513514,1,1,poor behaviour,1,"This was kind of hard, but the time went by a lot faster than I thought it would."
A34X7ZCR1JY139,308Q0PEVB8D66T901TPVZH4346F9IR,55,26,m,131,2,4,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,failed to finish,1,NaN
A3DTPGXKABAFEJ,3XCC1ODXDLBPRRT58IUQZ4VJ12HRQE,56,35,M,191,0,1,2.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,poor behaviour,1,thank you
AY9TXXA0DTKUS,3X4MXAO0BGOUBOPRKRTWRTD5P64WRZ,57,30,m,333,2,2,2.8,1,1,0.5,0.058823529,0.727272727,1,1,1,0.013513514,1,0,0,0.5,-0.045310016,0.272727273,1,1,0.735294118,0.10619469,0.859375,0,do not exclude,2,
A2KOXR5OXIFUIW,34BBWHLWHABHIPM8U4ZND1CE2DHWIX,58,30,m,356,6,13,2.6,0.982758621,0.210526316,0.5,0.153846154,0.322580645,1,0.714285714,0.238095238,0,0.476190476,0.017241379,0.503759398,-0.261904762,-0.153846154,0.153609831,0.987012987,0.475,0.333333333,0.042372881,0.410958904,0,do not exclude,1,
A357BORERBTE76,3WETL7AQWT88F3P5D05RJVXCZVG53J,59,24,m,328,5,17,2.7,0.971830986,1,0.043478261,0,0.488372093,0.647058824,0.909090909,1,0.054545455,0.961538462,-0.324772162,-0.090909091,0.956521739,0.054545455,0.473166369,0.909090909,0.967741935,0.421052632,0.161290323,0.666666667,0,do not exclude,2,Good to play this game Worker ID:A357BORERBTE76
